phrase_cd,title,audio_url,A_sec,B_sec,C_sec,note
P1-072-125,연백복지무125,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-125.wav,19.46,28.29,19.39,A 변경 1.22→19.46s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 19.46→28.29s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.70→19.39s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=자진모리; 태그=신남|웅장; dur=37.33s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-072-126,연백복지무126,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-126.wav,11.71,18.94,6.78,A 유지 11.84→11.71s(구조적 에너지 피크 재탐색); B 변경 18.56→18.94s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→6.78s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=자진모리; 태그=신남|웅장; dur=26.81s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.90
P1-072-127,연백복지무127,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-127.wav,19.2,28.03,19.14,A 유지 19.33→19.20s(구조적 에너지 피크 재탐색); B 변경 19.14→28.03s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→19.14s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=자진모리; 태그=신남|웅장; dur=36.68s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-072-128,연백복지무128,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-128.wav,11.65,18.88,6.72,A 유지 11.78→11.65s(구조적 에너지 피크 재탐색); B 변경 18.50→18.88s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→6.72s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=자진모리; 태그=신남|웅장; dur=26.39s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.90
P1-072-129,연백복지무129,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-129.wav,18.5,27.33,10.05,A 변경 10.24→18.50s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 18.50→27.33s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→10.05s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=자진모리; 태그=신남|웅장; dur=36.50s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.88
P1-072-130,연백복지무130,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-130.wav,11.84,19.07,6.91,A 유지 11.97→11.84s(구조적 에너지 피크 재탐색); B 변경 11.78→19.07s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→6.91s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=27.31s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.90
P1-072-131,연백복지무131,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-131.wav,19.07,27.9,10.69,A 유지 19.20→19.07s(구조적 에너지 피크 재탐색); B 변경 19.01→27.90s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.32→10.69s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=36.96s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.92
P1-072-132,연백복지무132,https://apis.gugak.go.kr/phrase/072yeonbaekbokchimu/P1-072-132.wav,11.65,18.88,11.65,A 유지 11.78→11.65s(구조적 에너지 피크 재탐색); B 변경 11.58→18.88s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→11.65s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=26.81s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
P1-073-313,계면조313,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-313.wav,6.91,11.26,4.1,A 유지 7.04→6.91s(구조적 에너지 피크 재탐색); B 변경 10.82→11.26s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.10s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=21.31s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-073-314,계면조314,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-314.wav,10.75,17.86,4.16,A 변경 6.98→10.75s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 10.82→17.86s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.16s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=휘모리; 태그=신남|슬픔; dur=24.20s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-073-315,계면조315,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-315.wav,10.37,17.02,4.03,A 변경 6.85→10.37s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 10.43→17.02s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.03s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=20.15s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-073-316,계면조316,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-316.wav,10.05,16.83,3.78,A 변경 6.59→10.05s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 10.11→16.83s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.78s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=21.61s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-073-317,계면조317,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-317.wav,2.88,5.12,1.98,A 유지 3.07→2.88s(구조적 에너지 피크 재탐색); B 변경 2.88→5.12s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=9.02s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-073-318,계면조318,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-318.wav,2.82,4.99,2.75,A 변경 9.22→2.82s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 7.23→4.99s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.75s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=12.80s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-073-319,계면조319,https://apis.gugak.go.kr/phrase/073gyemyeonjo/P1-073-319.wav,2.62,4.8,1.86,A 유지 2.82→2.62s(구조적 에너지 피크 재탐색); B 변경 4.35→4.80s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.86s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=중모리; 태그=서정|차분; dur=9.20s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-075-015,각시조015,https://apis.gugak.go.kr/phrase/075gaksijo/P1-075-015.wav,8.45,11.33,1.09,A 유지 8.51→8.45s(구조적 에너지 피크 재탐색); B 변경 8.70→11.33s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.09s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=13.14s; peak:local_max; release:post_peak_settle; loop:stable_plateau_fallback
P1-075-016,각시조016,https://apis.gugak.go.kr/phrase/075gaksijo/P1-075-016.wav,15.04,21.06,6.21,A 변경 20.74→15.04s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 15.04→21.06s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→6.21s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=23.64s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-075-017,각시조017,https://apis.gugak.go.kr/phrase/075gaksijo/P1-075-017.wav,9.09,14.98,9.09,A 변경 14.72→9.09s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 9.09→14.98s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→9.09s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=19.17s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-076-027,엮음사설지름시조027,https://apis.gugak.go.kr/phrase/076yeokkeumsaseoljireumsijo/P1-076-027.wav,7.87,12.61,3.01,A 유지 7.94→7.87s(구조적 에너지 피크 재탐색); B 변경 8.19→12.61s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=13.69s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.95
P1-076-028,엮음사설지름시조028,https://apis.gugak.go.kr/phrase/076yeokkeumsaseoljireumsijo/P1-076-028.wav,14.08,19.9,8.32,A 유지 14.21→14.08s(구조적 에너지 피크 재탐색); B 변경 8.38→19.90s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→8.32s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=22.52s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
P1-076-029,엮음사설지름시조029,https://apis.gugak.go.kr/phrase/076yeokkeumsaseoljireumsijo/P1-076-029.wav,5.38,8.38,1.6,A 유지 5.50→5.38s(구조적 에너지 피크 재탐색); B 변경 8.00→8.38s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.60s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=10.25s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.91
P1-076-030,엮음사설지름시조030,https://apis.gugak.go.kr/phrase/076yeokkeumsaseoljireumsijo/P1-076-030.wav,8.0,10.11,1.34,A 변경 0.64→8.00s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 8.06→10.11s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=10.65s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-076-031,엮음사설지름시조031,https://apis.gugak.go.kr/phrase/076yeokkeumsaseoljireumsijo/P1-076-031.wav,9.54,14.91,5.63,A 변경 14.59→9.54s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 9.54→14.91s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.63s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=18.33s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.94
S1-060-001,봉래의001,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-001.wav,17.73,25.54,7.1,A 변경 6.85→17.73s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 12.48→25.54s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.10s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=28.78s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-002,봉래의002,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-002.wav,19.65,28.54,5.06,A 변경 22.59→19.65s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 22.40→28.54s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.06s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=38.74s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-003,봉래의003,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-003.wav,4.86,6.78,2.24,A 유지 4.86→4.86s(구조적 에너지 피크 재탐색); B 변경 4.67→6.78s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.24s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=11.98s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.91
S1-060-004,봉래의004,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-004.wav,11.65,12.42,1.79,A 변경 15.94→11.65s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.67→12.42s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.79s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=23.01s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-005,봉래의005,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-005.wav,12.16,12.93,3.46,A 유지 12.22→12.16s(구조적 에너지 피크 재탐색); B 변경 9.15→12.93s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.46s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=16.56s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-006,봉래의006,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-006.wav,12.61,19.14,3.52,A 변경 8.32→12.61s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 15.81→19.14s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→3.52s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=23.85s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-007,봉래의007,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-007.wav,4.74,6.98,0.96,A 변경 0.45→4.74s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 3.20→6.98s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→0.96s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=7.58s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.88
S1-060-008,봉래의008,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-008.wav,12.48,14.4,3.58,A 유지 12.54→12.48s(구조적 에너지 피크 재탐색); B 변경 9.47→14.40s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.58s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=16.49s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-009,봉래의009,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-009.wav,8.32,12.16,1.47,A 유지 8.32→8.32s(구조적 에너지 피크 재탐색); B 변경 6.85→12.16s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.47s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=12.61s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.94
S1-060-010,봉래의010,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-010.wav,12.29,13.31,3.52,A 변경 16.77→12.29s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.93→13.31s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.52s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=19.30s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-011,봉래의011,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-011.wav,11.52,16.26,4.35,A 유지 11.65→11.52s(구조적 에너지 피크 재탐색); B 변경 10.05→16.26s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.35s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=22.71s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-012,봉래의012,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-012.wav,9.86,10.88,2.11,A 변경 1.15→9.86s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 9.98→10.88s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=자진모리; 태그=신남|웅장; dur=17.38s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-013,봉래의013,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-013.wav,11.14,17.6,5.06,A 유지 11.20→11.14s(구조적 에너지 피크 재탐색); B 변경 12.99→17.60s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.06s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=24.47s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-014,봉래의014,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-014.wav,14.46,20.42,4.54,A 변경 22.85→14.46s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 18.18→20.42s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.32→4.54s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=25.67s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-015,봉래의015,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-015.wav,6.66,9.02,3.01,A 유지 6.66→6.66s(구조적 에너지 피크 재탐색); B 변경 10.82→9.02s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=13.32s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
